Main Holding Name,Main Holding Key,Holding Name,Holding Key,International Sector Key,International Sector Description,International Department Key,International Department Description,Group Class Key - Description,Class Key - Description,Brand Name
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),152 - DAIRY,1521 - FLAVOURED MILK,MALTESERS
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,SNICKERS
MARS,401,MARS,401,1,FMCG,14,GROCERIES,146 - OILS/SEASONING/SAUCES,1465 - COLD SAUCES,UNCLE BENS
MARS,401,MARS,401,1,FMCG,13,PET CARE,130 - CAT,1300 - CAT FOOD,CRAVE
MARS,401,MARS,401,1,FMCG,14,GROCERIES,143 - DESSERTS/BAKING INGREDIENTS,1437 - SPREADS/CREAMS OF CHESTNUT,M&M'S
MARS,401,MARS,401,1,FMCG,13,PET CARE,131 - DOG,1310 - DOG FOOD,PERFECT FIT
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,FIVE
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),151 - CHILLED FRESH FOODS,1514 - DRINKING YOGURTS/SNACKS,MILKY WAY
MARS,401,MARS,401,1,FMCG,14,GROCERIES,143 - DESSERTS/BAKING INGREDIENTS,1437 - SPREADS/CREAMS OF CHESTNUT,BOUNTY
MARS,401,MARS,401,1,FMCG,13,PET CARE,131 - DOG,1310 - DOG FOOD,ROYAL CANIN
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,FREEDENT
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,BE KIND
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,HOLLYWOOD
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,MENTOS
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,CHUPA CHUPS LOLLIPOP
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,MENTOS
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,LA VOSGIENNE
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,FRISK
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,STIMOROL
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1443 - PUFFED/EXTRUDED SNACKS,CACHOU
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,144 - SNACKS,1420 - CONFECTIONERY,CHUPA CHUPS LOLLIPOP
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,LOOK O LOOK
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1031 - OTHER CARBONATED DRINKS,PERFETTI
PERFETTI,2660,PERFETTI,2660,1,FMCG,10,LIQUIDS,103 - CARBONATED SOFT DRINKS,1420 - CONFECTIONERY,CHUPA CHUPS LOLLIPOP
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,FRUITELLA
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,V6
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,BAZOOKA
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,GOLIA
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1420 - CONFECTIONERY,PERFETTI
PERFETTI,2660,PERFETTI,2660,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,,VAN MELLE
